,N,Посада,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Ще студент,Рівень англійської,Дата заповнення,User.Agent,exp,current_job_exp,salary,Мова програмування
3767,3768,Senior Software Engineer,5,1,1500,100,Київ,до 50 осіб,Аутсорсингова,чоловіча,41,Вища,False,Pre-intermediate (нище середнього),14/06/2017 08:18:17,"Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 640 XL Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Mobile Safari/537.36 Edge/15.15063",5.0,1.0,1500,C#/.NET
3768,3769,Junior Software Engineer,0.5,0.5,420,0,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,False,Pre-intermediate (нище середнього),14/06/2017 08:30:50,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,420,JavaScript
3770,3771,Software Engineer,4,1.5,1750,300,Харків,до 200 осіб,Аутсорсингова,чоловіча,30,Вища,False,Intermediate (середній),14/06/2017 08:35:24,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.5,1750,JavaScript
3771,3772,Software Engineer,3,2,1300,300,Львів,до 50 осіб,Аутсорсингова,чоловіча,24,Вища,False,Pre-intermediate (нище середнього),14/06/2017 08:38:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,2.0,1300,Ruby/Rails
3772,3773,Software Engineer,2,0.5,1750,750,Львів,до 50 осіб,Аутсорсингова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 08:38:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",2.0,0.5,1750,Java
3774,3775,Software Engineer,1,0.5,600,300,Запоріжжя,до 10 осіб,Аутсорсингова,чоловіча,22,Середня,False,Pre-intermediate (нище середнього),14/06/2017 08:46:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,600,PHP
3776,3777,Junior Software Engineer,0.5,0.5,500,0,Київ,до 10 осіб,Продуктова,чоловіча,31,Вища,False,Intermediate (середній),14/06/2017 08:52:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.5,500,PHP
3777,3778,Software Engineer,2,2,750,200,Харків,до 1000 осіб,Продуктова,чоловіча,27,Вища,False,Pre-intermediate (нище середнього),14/06/2017 08:56:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,750,Java
3779,3780,Software Engineer,3,3,1550,200,Чернівці,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),14/06/2017 08:59:30,"Mozilla/5.0 (Linux; Android 6.0; Redmi Note 4 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3.0,3.0,1550,Java
3780,3781,Junior Software Engineer,1.5,1,500,250,Дніпро,до 10 осіб,Аутсорсингова,чоловіча,43,Вища,False,Intermediate (середній),14/06/2017 09:00:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.5,1.0,500,Python
3781,3782,Senior Software Engineer,8,4,350,0,Миколаїв,до 10 осіб,Інша,чоловіча,28,Вища,False,Elementary (початковий),14/06/2017 09:00:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",8.0,4.0,350,Java
3784,3785,Junior Software Engineer,2,0.25,700,300,Харків,до 50 осіб,Продуктова,чоловіча,24,Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:04:16,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.25,700,PHP
3786,3787,Senior Software Engineer,10 і більше років,1.5,2400,0,Київ,до 200 осіб,Продуктова,чоловіча,42,Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:13:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,2400,JavaScript
3787,3788,Software Engineer,2,менше 3 місяців,1100,600,Київ,до 50 осіб,Продуктова,чоловіча,23,Неповна Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:14:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1100,PHP
3788,3789,Junior Software Engineer,1.5,менше 3 місяців,500,200,Львів,до 10 осіб,Аутстафінгова,жіноча,24,Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:15:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,500,JavaScript
3789,3790,Senior Software Engineer,9,7,3480,0,Віддалено,до 10 осіб,Продуктова,чоловіча,27,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 09:15:40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:53.0) Gecko/20100101 Firefox/53.0,9.0,7.0,3480,Java
3790,3791,Junior Software Engineer,0.5,0.25,540,0,Харків,більше 1000 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),14/06/2017 09:19:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.25,540,Java
3792,3793,Software Engineer,2,0.5,700,0,Львів,до 50 осіб,Аутстафінгова,чоловіча,24,Неповна Вища,True,Intermediate (середній),14/06/2017 09:24:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,700,PHP
3793,3794,Software Engineer,2,2,2000,500,Київ,до 50 осіб,Аутсорсингова,чоловіча,21,Неповна Вища,True,Intermediate (середній),14/06/2017 09:27:09,"Mozilla/5.0 (Linux; Android 5.1.1; D5503 Build/14.6.A.1.236) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",2.0,2.0,2000,JavaScript
3794,3795,Software Engineer,2,0.5,1200,200,Київ,до 200 осіб,Продуктова,чоловіча,23,Вища,True,Intermediate (середній),14/06/2017 09:28:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.5,1200,PHP
3797,3798,Software Engineer,2,0.5,1100,0,Київ,до 200 осіб,Продуктова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 09:31:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1100,Java
3799,3800,Junior Software Engineer,1,1,450,0,Київ,до 50 осіб,Продуктова,чоловіча,34,Дві вищих,False,Pre-intermediate (нище середнього),14/06/2017 09:39:24,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",1.0,1.0,450,JavaScript
3800,3801,Junior Software Engineer,1,1,600,150,Київ,до 1000 осіб,Продуктова,жіноча,24,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 09:40:47,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,600,Java
3801,3802,Software Engineer,3,3,1750,250,Київ,до 200 осіб,Продуктова,чоловіча,25,Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:44:02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",3.0,3.0,1750,PHP
3804,3805,Technical Lead,6,6,2300,300,Миколаїв,до 200 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),14/06/2017 09:46:10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,6.0,2300,PHP
3805,3806,Software Engineer,5,3,2200,400,Львів,до 200 осіб,Аутсорсингова,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 09:46:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,2200,JavaScript
3807,3808,Junior Software Engineer,1.5,1.5,500,200,Івано-Франківськ,до 10 осіб,Продуктова,чоловіча,27,Вища,False,Pre-intermediate (нище середнього),14/06/2017 09:49:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,1.5,500,JavaScript
3808,3809,Senior Software Engineer,8,5,2000,150,Вінниця,більше 1000 осіб,Аутсорсингова,чоловіча,33,Неповна Вища,False,Intermediate (середній),14/06/2017 09:49:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,5.0,2000,PHP
3809,3810,Software Engineer,1,менше 3 місяців,2000,500,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,18,Середня,False,Intermediate (середній),14/06/2017 09:53:10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,2000,JavaScript
3811,3812,System Architect,10 і більше років,8,4750,0,Львів,до 1000 осіб,Аутсорсингова,чоловіча,34,Вища,False,Advanced (просунутий),14/06/2017 09:54:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,8.0,4750,C#/.NET
3812,3813,Junior Software Engineer,менше 3 місяців,менше 3 місяців,400,0,Київ,до 10 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),14/06/2017 09:55:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,400,Java
3813,3814,Junior Software Engineer,1,0.5,1000,0,Київ,до 200 осіб,Продуктова,чоловіча,23,Вища,False,Advanced (просунутий),14/06/2017 09:55:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.0,0.5,1000,JavaScript
3814,3815,Software Engineer,5,1.5,1520,0,Вінниця,більше 1000 осіб,Аутсорсингова,чоловіча,31,Технікум / Коледж,False,Intermediate (середній),14/06/2017 09:57:25,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,5.0,1.5,1520,JavaScript
3815,3816,Software Engineer,2,2,1300,1200,Київ,до 1000 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),14/06/2017 09:58:30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1300,C++
3817,3818,Junior Software Engineer,1,0.5,850,150,Київ,до 50 осіб,Продуктова,чоловіча,21,Вища,False,Intermediate (середній),14/06/2017 10:03:09,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,850,Java
3818,3819,Software Engineer,5,1.5,1425,625,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,25,Середня,False,Intermediate (середній),14/06/2017 10:06:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,1.5,1425,Golang
3819,3820,Software Engineer,6,2,2500,300,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,31,Дві вищих,False,Pre-intermediate (нище середнього),14/06/2017 10:06:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",6.0,2.0,2500,PHP
3820,3821,Senior Software Engineer,10 і більше років,1.5,650,170,Чернігів,до 50 осіб,Інша,чоловіча,34,Вища,False,Pre-intermediate (нище середнього),14/06/2017 10:08:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,650,1С
3821,3822,Junior Software Engineer,1,менше 3 місяців,230,75,Інше,до 10 осіб,Інша,чоловіча,28,Вища,False,Pre-intermediate (нище середнього),14/06/2017 10:12:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,0.0,230,Python
3823,3824,Junior Software Engineer,1.5,0.25,300,100,Дніпро,до 10 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),14/06/2017 10:13:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.25,300,PHP
3827,3828,Software Engineer,4,1,1750,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,28,Середня,False,Pre-intermediate (нище середнього),14/06/2017 10:18:48,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0,4.0,1.0,1750,Python
3828,3829,Senior Software Engineer,10 і більше років,8,3600,600,Київ,до 50 осіб,Продуктова,чоловіча,34,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 10:20:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,8.0,3600,C#/.NET
3831,3832,Software Engineer,9,2,2200,100,Львів,до 50 осіб,Аутсорсингова,чоловіча,35,Вища,False,Intermediate (середній),14/06/2017 10:26:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",9.0,2.0,2200,ABAP
3832,3833,Junior Software Engineer,2,2,1000,0,Київ,до 1000 осіб,Продуктова,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 10:26:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1000,Java
3833,3834,Software Engineer,4,менше 3 місяців,2250,0,Київ,більше 1000 осіб,Аутстафінгова,чоловіча,26,Вища,False,Intermediate (середній),14/06/2017 10:28:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2250,PHP
3834,3835,Senior Software Engineer,10 і більше років,0.5,2000,0,Віддалено,до 200 осіб,Аутстафінгова,чоловіча,32,Вища,False,Intermediate (середній),14/06/2017 10:29:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,2000,ABAP
3837,3838,Junior Software Engineer,менше 3 місяців,менше 3 місяців,200,0,Вінниця,до 50 осіб,Аутсорсингова,чоловіча,23,Вища,True,Intermediate (середній),14/06/2017 10:33:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.0,0.0,200,JavaScript
3838,3839,Software Engineer,6,5,1200,200,Херсон,до 50 осіб,Продуктова,чоловіча,30,Вища,False,Intermediate (середній),14/06/2017 10:35:35,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,6.0,5.0,1200,Python
3840,3841,Senior Software Engineer,9,5,3700,0,Київ,до 1000 осіб,Аутсорсингова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 10:38:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Safari/537.36",9.0,5.0,3700,PHP
3841,3842,Software Engineer,1.5,1,500,200,Київ,до 10 осіб,Стартап,чоловіча,22,Неповна Вища,False,Intermediate (середній),14/06/2017 10:39:38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,500,PHP
3843,3844,Software Engineer,5,1.5,1300,300,Київ,до 50 осіб,Продуктова,чоловіча,38,Неповна Вища,False,Intermediate (середній),14/06/2017 10:40:46,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",5.0,1.5,1300,C#/.NET
3844,3845,Senior Software Engineer,8,0.5,4000,600,Одеса,до 200 осіб,Аутстафінгова,чоловіча,30,Дві вищих,False,Upper-Intermediate (вище середнього),14/06/2017 10:41:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,0.5,4000,C#/.NET
3847,3848,Software Engineer,3,3,550,150,Інше,до 10 осіб,Аутсорсингова,жіноча,27,Вища,False,Intermediate (середній),14/06/2017 10:43:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3.0,3.0,550,PHP
3848,3849,Junior Software Engineer,2,0.5,700,200,Віддалено,до 200 осіб,Аутстафінгова,чоловіча,21,Неповна Вища,False,Intermediate (середній),14/06/2017 10:44:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,700,JavaScript
3849,3850,Junior Software Engineer,1,1,800,500,Харків,до 200 осіб,Аутсорсингова,чоловіча,21,Неповна Вища,True,Intermediate (середній),14/06/2017 10:46:09,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,800,Java
3851,3852,Junior Software Engineer,1,1,650,150,Київ,до 50 осіб,Аутсорсингова,чоловіча,23,Вища,False,Upper-Intermediate (вище середнього),14/06/2017 10:46:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,650,Java
